"Plot","Entry","Name","Rep","Row","Column","Expt","Location","Year","Planting.Date","DTE","DTF","DTS","DTM","Plot.Biomass","Straw.Biomass","Seed.Mass","Plants.Harvested","SP.Plant.Mass","SP.Seed.Mass","SP.Straw.Mass","Plant.Length","Canopy.Height","Nodes.At.Flower","Node.Of.Flower","Lowest.Pod.Height"
"6263",74,"ILL 3597 AGL","1",10,18,"Rosthern 2017","Rosthern, Canada",2017,2017-05-19,10,40,57,72,533.2,300.02,233.18,36,17.1666666666667,7.05666666666667,10.11,32,15.5,14,12,9
"6265",93,"ILL 5883 AGL","1",10,16,"Rosthern 2017","Rosthern, Canada",2017,2017-05-19,9,44,57,75,717.9,417.3,300.6,62,19.7066666666667,7.81333333333333,11.8933333333333,42.5,18,15.5,11,11.5
"6266",307,"PI 472629 LSP AGL","1",10,15,"Rosthern 2017","Rosthern, Canada",2017,2017-05-19,10,43,59,78,729.9,371.84,358.06,37,20.8666666666667,10.6366666666667,10.23,33.5,17.5,14,11,11
"6267",188,"PI 299165 AGL","1",10,14,"Rosthern 2017","Rosthern, Canada",2017,2017-05-19,10,46,59,82,844.1,533.22,310.88,48,20.1433333333333,7.20666666666667,12.9366666666667,36,21.5,16,11,14.5
"6268",266,"PI 431888 LSP AGL","1",10,13,"Rosthern 2017","Rosthern, Canada",2017,2017-05-19,11,44,63,82,768.9,466.97,301.93,37,25.4233333333333,9.85666666666667,15.5666666666667,38.5,18,12.5,8.5,14
"6269",301,"PI 472559 LSP AGL","1",10,12,"Rosthern 2017","Rosthern, Canada",2017,2017-05-19,10,42,58,75,565.6,355.06,210.54,34,19.6566666666667,7.93333333333333,11.7233333333333,31,18,15,10.5,8.5
"6270",149,"PI 211052 LSP AGL","1",10,11,"Rosthern 2017","Rosthern, Canada",2017,2017-05-19,10,45,60,78,581.9,354.38,227.52,57,10.22,3.82666666666667,6.39333333333333,35,17,15.5,11.5,11
"6271",185,"PI 299126 LSP AGL","1",10,10,"Rosthern 2017","Rosthern, Canada",2017,2017-05-19,9,43,60,80,632.9,352.97,279.93,50,16.0666666666667,6.53666666666667,9.53,32,15,14.5,10,8.5
"6273",263,"PI 431863 LSP AGL","1",10,8,"Rosthern 2017","Rosthern, Canada",2017,2017-05-19,9,46,60,79,666.9,377.44,289.46,43,29.5966666666667,11.7566666666667,17.84,30.5,18,15,12,13.5
"6274",299,"PI 472416 LSP AGL","1",10,7,"Rosthern 2017","Rosthern, Canada",2017,2017-05-19,9,42,58,73,610.7,371.74,238.96,43,16.5966666666667,6.16333333333333,10.4333333333333,29,15,16.5,12,7.5
"6275",67,"ILL 2507 AGL","1",10,6,"Rosthern 2017","Rosthern, Canada",2017,2017-05-19,10,41,57,71,714.3,432.13,282.17,53,16.6766666666667,6.67666666666667,10,31.5,14,15,10.5,8
"6276",269,"PI 432000 LSP AGL","1",10,5,"Rosthern 2017","Rosthern, Canada",2017,2017-05-19,10,42,58,82,842.5,524.84,317.66,NA,16.22,6.59333333333333,9.62666666666667,37.5,23.5,13,9,13.5
"6278",81,"ILL 4768 AGL","1",10,3,"Rosthern 2017","Rosthern, Canada",2017,2017-05-19,8,38,57,72,492.6,275.16,217.44,44,17.7433333333333,6.68666666666667,11.0566666666667,27.5,12,13.5,10.5,5
"6279",16,"CDC Redwing AGL","1",10,2,"Rosthern 2017","Rosthern, Canada",2017,2017-05-19,9,48,65,82,746.7,518.86,227.84,48,17.9066666666667,3.13333333333333,14.7733333333333,39.5,20.5,16.5,13,11
"6280",9,"CDC Impower AGL","1",10,1,"Rosthern 2017","Rosthern, Canada",2017,2017-05-19,8,49,72,82,1068.7,642.47,426.23,43,28.0033333333333,8.81666666666667,19.1866666666667,44,33,15.5,11,21.5
"6281",62,"ILL 1762 AGL","1",11,1,"Rosthern 2017","Rosthern, Canada",2017,2017-05-19,9,46,60,78,846.8,521.64,325.16,53,21.255,6.68,14.575,31,18,14.5,11.5,9
"6282",23,"CDC SB-1 AGL","1",11,2,"Rosthern 2017","Rosthern, Canada",2017,2017-05-19,10,42,59,80,549.2,274.3,274.9,39,21.3833333333333,8.91666666666667,12.4666666666667,40,34,14.5,10.5,12
"6283",73,"ILL 358 AGL","1",11,3,"Rosthern 2017","Rosthern, Canada",2017,2017-05-19,9,42,59,79,884.7,NA,NA,52,25.01,8.34,16.67,37.5,27.5,16.5,12,10.5
"6284",100,"ILL 624 AGL","1",11,4,"Rosthern 2017","Rosthern, Canada",2017,2017-05-19,9,46,59,82,906.1,502.35,403.75,49,33.48,13.1733333333333,20.3066666666667,47,28,17,12.5,14.5
"6285",45,"Gudo AGL","1",11,5,"Rosthern 2017","Rosthern, Canada",2017,2017-05-19,8,41,57,75,699.9,401.16,298.74,38,9.96,3.85333333333333,6.10666666666667,30.5,12,15,10.5,6.5
"6286",32,"CN 105789 AGL","1",11,6,"Rosthern 2017","Rosthern, Canada",2017,2017-05-19,9,38,56,72,345.8,191.14,154.66,38,14.59,6.47666666666667,8.11333333333333,21,11,13,9.5,4.5
"6287",215,"PI 339283 LSP AGL","1",11,7,"Rosthern 2017","Rosthern, Canada",2017,2017-05-19,9,44,61,79,802.8,506.18,296.62,39,25.8266666666667,8.22,17.6066666666667,26,15,13,9.5,9.5
"6288",84,"ILL 4804 AGL","1",11,8,"Rosthern 2017","Rosthern, Canada",2017,2017-05-19,10,43,58,75,606.2,294.48,311.72,40,26.7333333333333,12.7666666666667,13.9666666666667,26.5,15.5,15.5,11.5,8.5
"6289",55,"ILL 11548 AGL","1",11,9,"Rosthern 2017","Rosthern, Canada",2017,2017-05-19,10,39,57,77,530,269.33,260.67,38,16.6433333333333,7.24,9.40333333333333,34.5,20,12,10,11.5
"6290",233,"PI 420818 AGL","1",11,10,"Rosthern 2017","Rosthern, Canada",2017,2017-05-19,9,46,62,80,624.3,396.31,227.99,51,14.6233333333333,4.90666666666667,9.71666666666667,39,18.5,15,12,11.5
"6291",248,"PI 431662 LSP AGL","1",11,11,"Rosthern 2017","Rosthern, Canada",2017,2017-05-19,10,44,61,75,NA,NA,275.81,NA,17.3566666666667,7.82333333333333,9.53333333333333,27,15.5,12.5,8.5,8.5
"6292",275,"PI 432085 LSP AGL","1",11,12,"Rosthern 2017","Rosthern, Canada",2017,2017-05-19,9,42,58,79,832,448.66,383.34,55,21.53,7.50666666666667,14.0233333333333,35.5,18.5,15,11.5,8.5
"6293",260,"PI 431756 LSP AGL","1",11,13,"Rosthern 2017","Rosthern, Canada",2017,2017-05-19,10,45,59,75,502.7,259.2,243.5,58,25.7633333333333,13.6133333333333,12.15,30.5,20.5,15,12,13.5
"6294",279,"PI 432147 LSP AGL","1",11,14,"Rosthern 2017","Rosthern, Canada",2017,2017-05-19,9,45,59,79,761.4,346.14,415.26,43,16.4,5.94,10.46,32,20.5,13,10,14.5
"6295",63,"ILL 1983 AGL","1",11,15,"Rosthern 2017","Rosthern, Canada",2017,2017-05-19,10,43,60,75,614.9,334.45,280.45,51,16.2966666666667,6.02333333333333,10.2733333333333,30,17,15.5,11.5,12
"6298",30,"CN 105767 AGL","1",11,18,"Rosthern 2017","Rosthern, Canada",2017,2017-05-19,10,39,57,74,490,261.4,228.6,47,20.2933333333333,6.95333333333333,13.34,26,17.5,11,8.5,12
"6299",291,"PI 468900 LSP AGL","1",12,18,"Rosthern 2017","Rosthern, Canada",2017,2017-05-19,10,46,61,79,731.6,373.42,358.18,51,15.6366666666667,6.29,9.34666666666667,37,20.5,16.5,12.5,16
"6300",181,"PI 298923 LSP AGL","1",12,17,"Rosthern 2017","Rosthern, Canada",2017,2017-05-19,9,44,60,79,870.2,574.37,295.83,50,21.24,4.69666666666667,16.5433333333333,36,23.5,13.5,10,11.5
"6302",31,"CN 105777 AGL","1",12,15,"Rosthern 2017","Rosthern, Canada",2017,2017-05-19,9,39,57,75,478.3,267.27,211.03,39,16.02,6.13,9.89,34.5,13.5,12,9.5,6
"6304",115,"ILL 8072 AGL","1",12,13,"Rosthern 2017","Rosthern, Canada",2017,2017-05-19,9,44,61,82,610.2,372.6,237.6,53,18.15,6.66666666666667,11.4833333333333,32.5,18,16.5,12,4.5
"6305",119,"ILL 975 AGL","1",12,12,"Rosthern 2017","Rosthern, Canada",2017,2017-05-19,10,42,59,75,411.1,227.83,183.27,54,13.2633333333333,5.85,7.41333333333333,29,16.5,15.5,11,7
"6306",227,"PI 374117 LSP AGL","1",12,11,"Rosthern 2017","Rosthern, Canada",2017,2017-05-19,9,44,61,82,658.4,364.82,293.58,29,15.76,5.25,10.51,31,16,13.5,9,8.5
"6308",64,"ILL 213 AGL","1",12,9,"Rosthern 2017","Rosthern, Canada",2017,2017-05-19,10,40,57,75,NA,NA,204.41,61,16.8533333333333,4.63,12.2233333333333,33.5,16.5,12.5,10,9
"6309",306,"PI 472615 LSP AGL","1",12,8,"Rosthern 2017","Rosthern, Canada",2017,2017-05-19,9,41,56,77,574.4,309.9,264.5,61,12.5833333333333,2.84666666666667,9.73666666666667,30.5,15,12.5,9.5,5.5
"6312",158,"PI 273664 LSP AGL","1",12,5,"Rosthern 2017","Rosthern, Canada",2017,2017-05-19,9,45,58,79,852.6,461.36,391.24,26,18.85,8.20333333333333,10.6466666666667,32.5,17.5,14.5,10,7.5
"6314",242,"PI 431618 LSP AGL","1",12,3,"Rosthern 2017","Rosthern, Canada",2017,2017-05-19,8,43,59,79,1029.1,600.82,428.28,47,21.6933333333333,9.7,11.9933333333333,42,31.5,13.5,9.5,9
"6315",68,"ILL 2580 AGL","1",12,2,"Rosthern 2017","Rosthern, Canada",2017,2017-05-19,9,42,58,73,558.2,NA,NA,44,11.74,4.68,7.06,31.5,11.5,14,9.5,5.5
"6316",273,"PI 432028 LSP AGL","1",12,1,"Rosthern 2017","Rosthern, Canada",2017,2017-05-19,9,45,59,77,438.4,293.41,144.99,28,17.37,6.18,11.19,32.5,18.5,13.5,8.5,16
"6317",264,"PI 431873 LSP AGL","1",13,1,"Rosthern 2017","Rosthern, Canada",2017,2017-05-19,9,44,59,NA,523.3,340.63,182.67,39,13.11,4.09,9.02,42,18,14.5,10,12
"6318",129,"LIRL-22-46 AGL","1",13,2,"Rosthern 2017","Rosthern, Canada",2017,2017-05-19,9,42,58,77,550.9,329.84,221.06,50,25.3733333333333,7.77333333333333,17.6,29,14.5,15.5,11,7.5
"6319",193,"PI 299345 AGL","1",13,3,"Rosthern 2017","Rosthern, Canada",2017,2017-05-19,8,46,61,80,NA,NA,286.29,45,25.8133333333333,4.85,20.9633333333333,41,22.5,15,10,15.5
"6320",138,"PI 179330 AGL","1",13,4,"Rosthern 2017","Rosthern, Canada",2017,2017-05-19,8,44,59,79,798.8,486.64,312.16,59,17.28,7.44333333333333,9.83666666666666,37.5,24,14.5,9.5,14.5
"6322",94,"ILL 5888 AGL","1",13,6,"Rosthern 2017","Rosthern, Canada",2017,2017-05-19,10,38,56,74,627.8,299.81,327.99,18,14.74,5.24666666666667,9.49333333333333,28,14.5,14,10.5,4.5
"6324",88,"ILL 5151 AGL","1",13,8,"Rosthern 2017","Rosthern, Canada",2017,2017-05-19,10,44,59,77,649.5,400.25,249.25,39,18.2266666666667,7.02,11.2066666666667,30,13.5,14.5,11,8.5
"6325",234,"PI 420924 LSP AGL","1",13,9,"Rosthern 2017","Rosthern, Canada",2017,2017-05-19,9,44,59,82,663.5,413.13,250.37,49,24.36,10.015,14.345,34,17,15,11.5,10
"6326",69,"ILL 28 AGL","1",13,10,"Rosthern 2017","Rosthern, Canada",2017,2017-05-19,9,43,59,80,637.8,331.49,306.31,43,21.0633333333333,8.89333333333333,12.17,32,16.5,14,11,11.5
"6327",160,"PI 283604 LSP AGL","1",13,11,"Rosthern 2017","Rosthern, Canada",2017,2017-05-19,9,45,NA,82,803.9,533.33,270.57,47,12.2,3.17,9.03,37,17.5,14.5,12,13
"6328",213,"PI 329167 LSP AGL","1",13,12,"Rosthern 2017","Rosthern, Canada",2017,2017-05-19,9,44,59,80,717.1,448.1,269,42,23.8866666666667,10.3633333333333,13.5233333333333,36,18.5,13.5,10,14.5
"6329",244,"PI 431630 LSP AGL","1",13,13,"Rosthern 2017","Rosthern, Canada",2017,2017-05-19,10,45,59,82,796.7,528.74,267.96,50,25.0366666666667,8.28666666666667,16.75,41.5,23.5,15.5,11.5,14
"6331",163,"PI 289079 LSP AGL","1",13,15,"Rosthern 2017","Rosthern, Canada",2017,2017-05-19,9,49,63,82,880.5,462.53,417.97,53,24.8666666666667,7.76666666666667,17.1,42,24.5,13.5,10.5,15.5
"6332",321,"W6 27760 LSP AGL","1",13,16,"Rosthern 2017","Rosthern, Canada",2017,2017-05-19,9,45,60,80,781.7,NA,NA,58,15.71,7.155,8.555,36,26.5,13,13,16
"6333",256,"PI 431728 LSP AGL","1",13,17,"Rosthern 2017","Rosthern, Canada",2017,2017-05-19,9,45,60,78,657.8,443.94,213.86,46,10.1,3.68,6.42,31.5,17,13.5,10.5,9
"6334",38,"CN 105895 AGL","1",13,18,"Rosthern 2017","Rosthern, Canada",2017,2017-05-19,9,42,57,72,420.4,201.26,219.14,55,8.07666666666667,2.72333333333333,5.35333333333333,24,12.5,15.5,12,7
"6336",130,"PI 163589 AGL","1",14,17,"Rosthern 2017","Rosthern, Canada",2017,2017-05-19,10,46,59,78,527.9,302.91,224.99,55,25.0066666666667,8.42333333333333,16.5833333333333,30,16.5,13.5,10.5,10.5
"6337",71,"ILL 313 AGL","1",14,16,"Rosthern 2017","Rosthern, Canada",2017,2017-05-19,9,44,59,80,825.6,441.45,384.15,64,31.3233333333333,12.0066666666667,19.3166666666667,32.5,17.5,13.5,10.5,11
"6338",124,"ILL 9997 AGL","1",14,15,"Rosthern 2017","Rosthern, Canada",2017,2017-05-19,10,42,58,76,472,NA,NA,38,14.025,6.24,7.785,30,14,16,11.5,8
"6339",141,"PI 182217 LSP AGL","1",14,14,"Rosthern 2017","Rosthern, Canada",2017,2017-05-19,10,45,60,80,737.8,493.3,244.5,62,21.8933333333333,7.76,14.1333333333333,30.5,20.5,13.5,10,10.5
"6340",127,"IPL 220 AGL","1",14,13,"Rosthern 2017","Rosthern, Canada",2017,2017-05-19,10,39,59,74,463.6,246.12,217.48,30,26.52,10.2966666666667,16.2233333333333,29.5,13,13.5,11,9
"6342",147,"PI 518731 LSP AGL","1",14,11,"Rosthern 2017","Rosthern, Canada",2017,2017-05-19,9,46,61,80,643.1,345.66,297.44,42,19.74,9.01666666666667,10.7233333333333,36,19,14.5,12,11.5
"6343",61,"ILL 1553 AGL","1",14,10,"Rosthern 2017","Rosthern, Canada",2017,2017-05-19,8,42,59,80,813.1,499.39,313.71,48,27.725,9.03,18.695,33,17,13.5,10.5,13
"6346",296,"PI 472213 LSP AGL","1",14,7,"Rosthern 2017","Rosthern, Canada",2017,2017-05-19,8,43,59,80,644,366.69,277.31,38,35.3166666666667,11.3266666666667,23.99,36.5,18,14,10,10
"6347",97,"ILL 618 AGL","1",14,6,"Rosthern 2017","Rosthern, Canada",2017,2017-05-19,9,42,58,77,657.7,376.21,281.49,41,16.79,6.6,10.19,38.5,22.5,14.5,10.5,16.5
"6348",258,"PI 431739 LSP AGL","1",14,5,"Rosthern 2017","Rosthern, Canada",2017,2017-05-19,8,43,57,76,744.3,440.66,303.64,18,22.8633333333333,8.71666666666667,14.1466666666667,32.5,16,13.5,10,9.5
"6349",239,"PI 426784 LSP AGL","1",14,4,"Rosthern 2017","Rosthern, Canada",2017,2017-05-19,10,40,58,73,535.9,359.58,176.32,47,16.8333333333333,4.91333333333333,11.92,29.5,13.5,12,10.5,6
"6350",157,"PI 251248 LSP AGL","1",14,3,"Rosthern 2017","Rosthern, Canada",2017,2017-05-19,8,33,56,73,484.8,322.44,162.36,42,15.6166666666667,4.00333333333333,11.6133333333333,25.5,14,13,9,5.5
"6351",50,"IG 4781 AGL","1",14,2,"Rosthern 2017","Rosthern, Canada",2017,2017-05-19,9,49,61,80,NA,NA,172.26,51,24.4766666666667,4.9,19.5766666666667,34,23.5,15,11.5,11.5
"6353",278,"PI 432145 LSP AGL","1",15,1,"Rosthern 2017","Rosthern, Canada",2017,2017-05-19,9,44,59,75,547.3,300.45,246.85,NA,14.1166666666667,5.89,8.22666666666667,31,18,14.5,11.5,10
"6354",143,"PI 193547 LSP AGL","1",15,2,"Rosthern 2017","Rosthern, Canada",2017,2017-05-19,10,48,60,75,540.2,370.9,169.3,44,13.42,3.72333333333333,9.69666666666667,29.5,16.5,15.5,12,10
"6356",156,"PI 250158 LSP AGL","1",15,4,"Rosthern 2017","Rosthern, Canada",2017,2017-05-19,10,38,57,73,495.6,307.23,188.37,38,16.64,6.01333333333333,10.6266666666667,34,14,13,10,6
"6357",145,"PI 193550 AGL","1",15,5,"Rosthern 2017","Rosthern, Canada",2017,2017-05-19,9,39,56,71,464.3,237.25,227.05,40,19.1766666666667,8.15,11.0266666666667,31,16.5,12.5,9.5,10
"6358",212,"PI 329157 LSP AGL","1",15,6,"Rosthern 2017","Rosthern, Canada",2017,2017-05-19,8,44,60,80,858.8,563.2,295.6,51,21.96,6.65333333333333,15.3066666666667,43.5,22.5,14,11,16.5
"6359",247,"PI 431643 LSP AGL","1",15,7,"Rosthern 2017","Rosthern, Canada",2017,2017-05-19,9,42,58,80,1021.4,NA,NA,47,26.16,11.425,14.735,43,27.5,13,9.5,10.5
"6360",12,"CDC Maxim AGL","1",15,8,"Rosthern 2017","Rosthern, Canada",2017,2017-05-19,9,47,63,82,882.2,455.13,427.07,40,40.8033333333333,17.0533333333333,23.75,40.5,26.5,13,10.5,13.5
"6361",98,"ILL 6182 AGL","1",15,9,"Rosthern 2017","Rosthern, Canada",2017,2017-05-19,10,42,60,82,764.4,493.46,270.94,41,36.64,13.4366666666667,23.2033333333333,38.5,24.5,15,10.5,14
"6362",57,"ILL 11555 AGL","1",15,10,"Rosthern 2017","Rosthern, Canada",2017,2017-05-19,10,42,59,77,559.6,373.28,186.32,46,22.53,8.01333333333333,14.5166666666667,30.5,15,13.5,10,7
"6364",79,"ILL 4665 AGL","1",15,12,"Rosthern 2017","Rosthern, Canada",2017,2017-05-19,8,46,60,80,777.7,425.85,351.85,49,17.62,4.17666666666667,13.4433333333333,35,19.5,13,10,11.5
"6365",295,"PI 472205 LSP AGL","1",15,13,"Rosthern 2017","Rosthern, Canada",2017,2017-05-19,10,41,58,74,430.3,240.1,190.2,43,5.92666666666667,1.87333333333333,4.05333333333333,28,15.5,13.5,10,5.5
"6366",268,"PI 431980 LSP AGL","1",15,14,"Rosthern 2017","Rosthern, Canada",2017,2017-05-19,9,43,58,82,530.8,387.94,142.86,45,9.89333333333333,1.85666666666667,8.03666666666667,39.5,28,13,9.5,13.5
"6367",304,"PI 472588 LSP AGL","1",15,15,"Rosthern 2017","Rosthern, Canada",2017,2017-05-19,10,45,59,82,568.5,NA,NA,43,26.935,4.11,22.825,30,17,14,11,10.5
"6368",238,"PI 426778 LSP AGL","1",15,16,"Rosthern 2017","Rosthern, Canada",2017,2017-05-19,10,45,60,80,692.4,NA,NA,37,14.36,5.13,9.23,33.5,21.5,13.5,10,9.5
"6369",102,"ILL 6853 AGL","1",15,17,"Rosthern 2017","Rosthern, Canada",2017,2017-05-19,10,44,60,80,771.3,410.7,360.6,56,28.1266666666667,12.68,15.4466666666667,33.5,20,16,13.5,13.5
"6370",85,"ILL 4875 AGL","1",15,18,"Rosthern 2017","Rosthern, Canada",2017,2017-05-19,9,49,64,80,784.3,514.2,270.1,66,25.04,9.66333333333333,15.3766666666667,37.5,22,15.5,12,14.5
"6371",56,"ILL 11553 AGL","1",16,18,"Rosthern 2017","Rosthern, Canada",2017,2017-05-19,10,43,58,73,605.6,344.74,260.86,51,9.45333333333333,3.59,5.86333333333333,28.5,14.5,15,10.5,7
"6372",54,"ILL 11547 AGL","1",16,17,"Rosthern 2017","Rosthern, Canada",2017,2017-05-19,9,42,57,75,684.9,356.16,328.74,44,14.42,5.38666666666667,9.03333333333333,38,25,14,11,16
"6373",293,"PI 468902 LSP AGL","1",16,16,"Rosthern 2017","Rosthern, Canada",2017,2017-05-19,8,45,60,80,919.5,453.6,465.9,56,25.9033333333333,10.6933333333333,15.21,44.5,35,15.5,12,12.5
"6375",22,"CDC Ruby AGL","1",16,14,"Rosthern 2017","Rosthern, Canada",2017,2017-05-19,9,46,62,82,1158.5,570.79,587.71,64,15.52,7.11666666666667,8.40333333333333,40.5,31,13,9.5,15.5
"6379",135,"PI 178952 AGL","1",16,10,"Rosthern 2017","Rosthern, Canada",2017,2017-05-19,9,44,57,80,523.9,304.81,219.09,43,11.1466666666667,5.20333333333333,5.94333333333333,34.5,20.5,13.5,9.5,13
"6380",107,"ILL 7716 AGL","1",16,9,"Rosthern 2017","Rosthern, Canada",2017,2017-05-19,8,45,57,77,656.9,318,338.9,60,17.34,6.71666666666667,10.6233333333333,34.5,19,15,10.5,9
"6381",142,"PI 193546 AGL","1",16,8,"Rosthern 2017","Rosthern, Canada",2017,2017-05-19,10,45,57,80,730.2,408.16,322.04,42,17.5333333333333,8.41333333333333,9.12,31,15,15,11,7.5
"6382",226,"PI 374116 LSP AGL","1",16,7,"Rosthern 2017","Rosthern, Canada",2017,2017-05-19,9,48,61,82,1033.8,498.05,535.75,39,27.33,13.8733333333333,13.4566666666667,42.5,24,15.5,12,16.5
"6383",106,"ILL 7668 AGL","1",16,6,"Rosthern 2017","Rosthern, Canada",2017,2017-05-19,9,42,57,74,611.7,367.68,244.02,50,16.5633333333333,6.28666666666667,10.2766666666667,30.5,17,16,12,9.5
"6384",219,"PI 339296 AGL","1",16,5,"Rosthern 2017","Rosthern, Canada",2017,2017-05-19,8,41,58,78,614.2,375.22,238.98,44,22.0066666666667,7.83,14.1766666666667,39,20.5,14.5,11,8.5
"6386",280,"PI 432184 LSP AGL","1",16,3,"Rosthern 2017","Rosthern, Canada",2017,2017-05-19,8,40,57,78,718.5,418.39,300.11,51,22.77,6.00333333333333,16.7666666666667,39,22.5,12,9,9.5
"6387",184,"PI 299121 LSP AGL","1",16,2,"Rosthern 2017","Rosthern, Canada",2017,2017-05-19,9,40,58,76,422.3,244.41,177.89,36,15.35,6.28,9.07,35,17.5,13,9.5,6.5
"6388",92,"ILL 5722 AGL","1",16,1,"Rosthern 2017","Rosthern, Canada",2017,2017-05-19,8,38,56,79,623.8,305.01,318.79,32,23.18,7.68666666666667,15.4933333333333,28.5,16.5,11.5,8.5,8
"6390",65,"ILL 2194 AGL","1",17,2,"Rosthern 2017","Rosthern, Canada",2017,2017-05-19,8,39,57,80,686.1,418.44,267.66,49,20.4733333333333,8.58666666666667,11.8866666666667,33.5,18,10.5,8,10
"6391",122,"ILL 9945 AGL","1",17,3,"Rosthern 2017","Rosthern, Canada",2017,2017-05-19,9,39,56,73,529.1,325.09,204.01,54,11.7266666666667,4.77,6.95666666666667,27.5,16,13,9.5,5.5
"6392",289,"PI 451763 LSP AGL","1",17,4,"Rosthern 2017","Rosthern, Canada",2017,2017-05-19,8,42,57,80,863,441.65,421.35,45,27.3566666666667,11.4133333333333,15.9433333333333,40,27,15.5,10,10
"6393",223,"PI 368647 LSP AGL","1",17,5,"Rosthern 2017","Rosthern, Canada",2017,2017-05-19,8,46,59,82,743.2,407.9,335.3,58,12.7933333333333,5.23333333333333,7.56,36,18,14.5,10.5,12.5
"6396",202,"PI 320935 LSP AGL","1",17,8,"Rosthern 2017","Rosthern, Canada",2017,2017-05-19,9,44,60,80,NA,NA,319.82,41,34.14,12.12,22.02,35.5,19.5,14,10.5,9.5
"6398",203,"PI 320936 LSP AGL","1",17,10,"Rosthern 2017","Rosthern, Canada",2017,2017-05-19,9,47,60,82,817.5,456.21,361.29,58,34.5166666666667,14.8666666666667,19.65,38.5,25,14,11,14
"6399",313,"PI 518734 LSP AGL","1",17,11,"Rosthern 2017","Rosthern, Canada",2017,2017-05-19,9,53,68,82,870.6,563.01,307.59,49,24.88,9.08666666666667,15.7933333333333,36.5,28,14.5,12,17
"6400",281,"PI 432188 LSP AGL","1",17,12,"Rosthern 2017","Rosthern, Canada",2017,2017-05-19,9,42,59,77,681.6,395.5,286.1,46,16.6766666666667,6.26,10.4166666666667,34,22,13.5,10,10
"6402",171,"PI 297787 LSP AGL","1",17,14,"Rosthern 2017","Rosthern, Canada",2017,2017-05-19,10,44,58,77,637.6,375.57,262.03,48,18.98,8.35,10.63,39,19.5,14.5,10.5,14
"6403",187,"PI 299164 LSP AGL","1",17,15,"Rosthern 2017","Rosthern, Canada",2017,2017-05-19,9,46,64,82,851.9,452.11,399.79,53,28.4633333333333,11.5233333333333,16.94,34.5,20,14,11.5,13
"6404",139,"PI 181771 LSP AGL","1",17,16,"Rosthern 2017","Rosthern, Canada",2017,2017-05-19,9,47,61,80,965.1,509.64,455.46,57,23.5033333333333,11.3766666666667,12.1266666666667,34,20,14.5,11,15
"6405",120,"ILL 9888 AGL","1",17,17,"Rosthern 2017","Rosthern, Canada",2017,2017-05-19,10,41,57,73,630.9,349.7,281.2,62,14.7233333333333,5.69333333333333,9.03,28,15.5,14.5,11.5,7.5
"6406",29,"CN 105732 AGL","1",17,18,"Rosthern 2017","Rosthern, Canada",2017,2017-05-19,9,48,59,77,815.5,433.44,382.06,53,21.69,10.15,11.54,41,27,15,11.5,16
"6407",228,"PI 374118 AGL","1",18,18,"Rosthern 2017","Rosthern, Canada",2017,2017-05-19,9,44,58,75,523.1,271.3,251.8,46,19.7433333333333,8.96666666666667,10.7766666666667,34,17,14.5,11,11.5
"6408",95,"ILL 5945 AGL","1",18,17,"Rosthern 2017","Rosthern, Canada",2017,2017-05-19,9,38,56,71,405.5,215.42,190.08,45,8.83666666666667,3.33,5.50666666666667,36,15,14,11.5,7.5
"6409",250,"PI 431679 LSP AGL","1",18,16,"Rosthern 2017","Rosthern, Canada",2017,2017-05-19,9,48,61,82,653.7,422.61,231.09,43,15.6933333333333,5.67333333333333,10.02,33.5,19.5,14,11,11.5
"6410",174,"PI 298122 LSP AGL","1",18,15,"Rosthern 2017","Rosthern, Canada",2017,2017-05-19,9,48,65,82,1088,574.7,513.3,50,26.88,11.69,15.19,40.5,26.5,15.5,11.5,17.5
"6411",86,"ILL 4956 AGL","1",18,14,"Rosthern 2017","Rosthern, Canada",2017,2017-05-19,9,46,64,82,654.8,384.87,269.93,37,23.82,7.32333333333333,16.4966666666667,37,25,13,9.5,14
"6412",199,"PI 308614 LSP AGL","1",18,13,"Rosthern 2017","Rosthern, Canada",2017,2017-05-19,10,47,59,78,486.2,290.66,195.54,51,19.71,9.02333333333333,10.6866666666667,30,14.5,16,13,9.5
"6413",136,"PI 178971 LSP AGL","1",18,12,"Rosthern 2017","Rosthern, Canada",2017,2017-05-19,9,45,59,80,747.5,456.37,291.13,51,26.9833333333333,11.0766666666667,15.9066666666667,40.5,21.5,14,10,14
"6414",110,"ILL 7978 AGL","1",18,11,"Rosthern 2017","Rosthern, Canada",2017,2017-05-19,9,40,57,73,NA,NA,276.86,NA,14.6366666666667,6.45333333333333,8.18333333333333,29,16,14,11,8.5
"6415",172,"PI 298023 LSP AGL","1",18,10,"Rosthern 2017","Rosthern, Canada",2017,2017-05-19,8,44,61,82,646.3,421.04,225.26,38,19.3566666666667,7.63666666666667,11.72,36.5,24.5,13,9,11
"6416",159,"PI 280686 AGL","1",18,9,"Rosthern 2017","Rosthern, Canada",2017,2017-05-19,9,39,58,82,466.1,255.53,210.57,42,20.4966666666667,7.84666666666667,12.65,35,16,11.5,8.5,8.5
"6417",271,"PI 432002 LSP AGL","1",18,8,"Rosthern 2017","Rosthern, Canada",2017,2017-05-19,9,45,62,80,382.5,213.54,168.96,38,15.9133333333333,5.94333333333333,9.97,34.5,16,12.5,10.5,12.5
